HIGH,TRD_DT,CHG,SECU_CODE,VOLUME,TURN,PRE_CLOSE,LOW,SWING,CLOSE,ADJ_TYPE,PCT_CHG,OPEN,AMT
0.9075,19951102,0.05,000005.SZE,5875.0,0.5364,0.8211,0.8147,0.1117,0.8319,before,1.2987,0.8406,2319337.0
0.8535,19951103,0.04,000005.SZE,3617.0,0.3302,0.8319,0.8255,0.0333,0.8406,before,1.0256,0.8535,1416109.0
0.8427,19951106,-0.01,000005.SZE,3169.0,0.2893,0.8406,0.8255,0.0203,0.8384,before,-0.2538,0.8319,1237901.0
0.8362,19951107,-0.05,000005.SZE,2722.0,0.2485,0.8384,0.8255,0.0127,0.8276,before,-1.2723,0.8319,1057601.0
0.8211,19951108,-0.06,000005.SZE,3572.0,0.3261,0.8276,0.8114,0.0129,0.8147,before,-1.5464,0.8114,1364089.0
0.8319,19951109,0.03,000005.SZE,2555.0,0.2333,0.8147,0.8093,0.0288,0.8211,before,0.7853,0.8319,973785.0
0.8319,19951110,0.0,000005.SZE,1763.0,0.161,0.8211,0.8114,0.026000000000000002,0.8211,before,0.0,0.8114,679441.0
0.8168,19951113,-0.09,000005.SZE,3318.0,0.3029,0.8211,0.8006,0.0208,0.8028,before,-2.3377,0.8168,1255222.0
0.8114,19951114,0.01,000005.SZE,3491.0,0.3187,0.8028,0.7898,0.0266,0.805,before,0.266,0.8006,1306947.0
0.8071,19951115,0.01,000005.SZE,2915.0,0.2661,0.805,0.7898,0.0212,0.8071,before,0.2653,0.792,1089746.0
0.8136,19951116,-0.05,000005.SZE,2025.0,0.1849,0.8071,0.7898,0.0291,0.7963,before,-1.3228,0.8071,762856.0
0.8114,19951117,0.02,000005.SZE,1462.0,0.1335,0.7963,0.8006,0.0134,0.8006,before,0.5362,0.8071,550764.0
0.8211,19951120,0.03,000005.SZE,1312.0,0.1198,0.8006,0.7898,0.04,0.8071,before,0.8,0.8211,494473.0
0.8136,19951121,0.0,000005.SZE,1410.0,0.1287,0.8071,0.8006,0.0159,0.8071,before,0.0,0.8071,533967.0
0.8211,19951122,-0.05,000005.SZE,2997.0,0.2736,0.8071,0.7898,0.0397,0.7963,before,-1.3228,0.7898,1134568.0
0.805,19951123,-0.02,000005.SZE,2117.0,0.1933,0.7963,0.7898,0.0188,0.792,before,-0.5362,0.7963,787217.0
0.8006,19951124,0.01,000005.SZE,2569.0,0.2345,0.792,0.7898,0.0135,0.7942,before,0.2695,0.8006,954123.0
0.7942,19951127,-0.04,000005.SZE,2084.0,0.1903,0.7942,0.7791,0.0188,0.7855,before,-1.0753,0.7942,767822.4
0.8028,19951128,0.0,000005.SZE,3681.0,0.3361,0.7855,0.7769,0.0326,0.7855,before,0.0,0.7855,1349188.0
0.7898,19951129,-0.06,000005.SZE,2194.0,0.2003,0.7855,0.7683,0.0272,0.7726,before,-1.6304,0.7855,799250.7
0.7898,19951130,-0.03,000005.SZE,2845.0,0.2597,0.7726,0.7618,0.0359,0.7661,before,-0.8287,0.7683,1021883.7
0.7769,19951201,0.0,000005.SZE,2019.0,0.1843,0.7661,0.7509999999999999,0.0334,0.7661,before,0.0,0.7618,723829.5
0.7726,19951204,0.0,000005.SZE,1344.0,0.1227,0.7661,0.7618,0.0139,0.7661,before,0.0,0.764,482708.0
0.7812,19951205,0.07,000005.SZE,1629.0,0.1487,0.7661,0.7618,0.0251,0.7812,before,1.9499,0.7683,590270.1
0.7791,19951206,-0.03,000005.SZE,1489.0,0.1359,0.7812,0.7683,0.0137,0.7747,before,-0.8197,0.7683,542518.1
0.7769,19951207,-0.03,000005.SZE,2717.0,0.2481,0.7747,0.7575,0.0248,0.7683,before,-0.8264,0.764,971987.2
0.7791,19951208,0.02,000005.SZE,1011.0,0.0923,0.7683,0.764,0.0194,0.7726,before,0.5556,0.764,366462.9
0.8006,19951211,-0.04,000005.SZE,1548.0,0.1413,0.7726,0.764,0.047,0.764,before,-1.105,0.7963,559290.1
0.7683,19951212,0.0,000005.SZE,2530.0,0.231,0.764,0.7359,0.0419,0.764,before,0.0,0.7596,889417.7
0.7683,19951213,-0.07,000005.SZE,2253.0,0.2057,0.764,0.7337,0.0447,0.7488,before,-1.9553,0.7683,791498.8
0.7596,19951214,-0.01,000005.SZE,1183.0,0.10800000000000001,0.7488,0.7359,0.0313,0.7467,before,-0.2849,0.7381,413251.5
0.7509999999999999,19951215,-0.07,000005.SZE,1480.0,0.1351,0.7467,0.7316,0.0257,0.7316,before,-2.0,0.7359,510955.9
0.7467,19951218,-0.07,000005.SZE,2558.0,0.2335,0.7316,0.7132,0.0466,0.7176,before,-2.0408,0.7467,859672.9
0.7208,19951219,-0.03,000005.SZE,1516.0,0.1384,0.7176,0.7111,0.0149,0.7111,before,-0.8929,0.7176,508898.4
0.7251,19951220,0.07,000005.SZE,1731.0,0.158,0.7111,0.7111,0.021,0.7251,before,2.1021,0.7154,580663.9
0.7381,19951221,-0.01,000005.SZE,1725.0,0.1575,0.7251,0.7154,0.0324,0.7229,before,-0.2941,0.7381,588529.4
0.7229,19951222,-0.03,000005.SZE,1884.0,0.172,0.7229,0.7046,0.0265,0.7176,before,-0.885,0.7132,627660.0
0.7068,19951225,-0.16,000005.SZE,3393.0,0.3098,0.7176,0.6829999999999999,0.0327,0.6829999999999999,before,-4.7619,0.7068,1092955.5
0.6938,19951226,0.01,000005.SZE,1891.0,0.1726,0.6829999999999999,0.6809,0.0188,0.6852,before,0.3125,0.6938,607212.2
0.6938,19951227,0.01,000005.SZE,5129.0,0.4683,0.6852,0.6722,0.0312,0.6873,before,0.3115,0.6829999999999999,1629731.4
0.6895,19951228,-0.03,000005.SZE,2737.0,0.2499,0.6873,0.6787,0.0155,0.6809,before,-0.9317,0.6829999999999999,877231.4
0.6938,19951229,0.01,000005.SZE,2663.0,0.2431,0.6809,0.6722,0.0313,0.6829999999999999,before,0.3135,0.6722,856458.0
0.6829999999999999,19960102,-0.11,000005.SZE,1363.0,0.1244,0.6829999999999999,0.6463,0.0531,0.6593,before,-3.4375,0.6829999999999999,426130.7
0.6571,19960103,-0.01,000005.SZE,2118.0,0.1934,0.6593,0.6463,0.0162,0.6571,before,-0.3236,0.6507,646916.3
0.6787,19960104,0.06,000005.SZE,1868.0,0.1705,0.6571,0.6086,0.1071,0.6701,before,1.9481,0.6086,581039.6
0.6829999999999999,19960105,-0.06,000005.SZE,2519.0,0.23,0.6701,0.655,0.0414,0.6571,before,-1.9108,0.6829999999999999,781479.5
0.6571,19960108,0.0,000005.SZE,1129.0,0.1031,0.6571,0.6399,0.026000000000000002,0.6571,before,0.0,0.6507,342717.8
0.6744,19960109,0.08,000005.SZE,1583.0,0.1445,0.6571,0.6528,0.0325,0.6744,before,2.5974,0.6571,495496.9
0.6679,19960110,-0.06,000005.SZE,1649.0,0.1505,0.6744,0.6507,0.0253,0.6614,before,-1.8987,0.6614,506212.5
0.6614,19960111,-0.05,000005.SZE,2378.0,0.2171,0.6614,0.6463,0.0226,0.6507,before,-1.6129,0.6507,725030.5
0.6614,19960112,0.04,000005.SZE,2496.0,0.2279,0.6507,0.6442,0.0262,0.6593,before,1.3115,0.6614,771147.9
0.6722,19960115,0.01,000005.SZE,1798.0,0.1642,0.6593,0.6571,0.0227,0.6614,before,0.3236,0.6571,559856.3
0.6744,19960116,0.02,000005.SZE,1908.0,0.1742,0.6614,0.6614,0.0194,0.6658,before,0.6452,0.6614,598507.1
0.6701,19960117,-0.04,000005.SZE,1804.0,0.1647,0.6658,0.6571,0.0192,0.6571,before,-1.2821,0.6593,560382.4
0.6485,19960118,-0.08,000005.SZE,2494.0,0.2277,0.6571,0.6377,0.0162,0.6399,before,-2.5974,0.6485,749720.0
0.6507,19960119,0.02,000005.SZE,2037.0,0.18600000000000003,0.6399,0.6399,0.0167,0.6442,before,0.6667,0.6399,613741.6
0.6442,19960122,-0.06,000005.SZE,1217.0,0.1111,0.6442,0.6194,0.0397,0.6312,before,-1.9868,0.6442,359794.8
0.6355,19960123,-0.01,000005.SZE,1112.0,0.1015,0.6312,0.6291,0.0101,0.6291,before,-0.3378,0.6312,329675.5
0.6355,19960124,0.02,000005.SZE,537.0,0.049,0.6291,0.6312,0.0068,0.6334,before,0.6779999999999999,0.6312,159732.0
0.6614,19960125,0.0,000005.SZE,2245.0,0.205,0.6334,0.6312,0.0471,0.6334,before,0.0,0.6377,682440.6
0.6614,19960126,0.07,000005.SZE,2433.0,0.2221,0.6334,0.6269,0.0539,0.6485,before,2.3569,0.6269,736636.5
0.6593,19960129,0.0,000005.SZE,1575.0,0.1438,0.6485,0.6399,0.0296,0.6485,before,0.0,0.6485,476324.9
0.6528,19960130,0.01,000005.SZE,1273.0,0.1162,0.6485,0.6334,0.0296,0.6507,before,0.3289,0.6528,384520.5
0.6528,19960131,-0.01,000005.SZE,1035.0,0.0945,0.6507,0.6399,0.0197,0.6485,before,-0.3279,0.6399,313990.4
0.6485,19960201,-0.02,000005.SZE,934.0,0.0853,0.6485,0.6399,0.0132,0.6442,before,-0.6579,0.6442,282185.2
0.6571,19960202,0.02,000005.SZE,3051.0,0.2785,0.6442,0.6334,0.0364,0.6485,before,0.6623,0.6528,921606.4
0.6571,19960205,-0.06,000005.SZE,936.0,0.0855,0.6485,0.6355,0.0329,0.6355,before,-1.9737,0.655,281699.2
0.6399,19960206,0.02,000005.SZE,3417.0,0.312,0.6355,0.6194,0.0336,0.6399,before,0.6711,0.6312,999885.4
0.6355,19960207,-0.06,000005.SZE,683.0,0.0624,0.6399,0.6215,0.0233,0.6269,before,-2.0,0.6215,202021.6
0.6355,19960208,0.0,000005.SZE,506.0,0.0462,0.6269,0.6248,0.017,0.6269,before,0.0,0.6355,149255.0
0.6377,19960209,0.03,000005.SZE,1183.0,0.10800000000000001,0.6269,0.6269,0.017,0.6334,before,1.0204,0.6312,350938.1
0.6399,19960212,0.02,000005.SZE,1543.0,0.1409,0.6334,0.6248,0.0236,0.6377,before,0.6734,0.6399,459773.2
0.6571,19960213,0.07,000005.SZE,4179.0,0.3815,0.6377,0.6291,0.0435,0.6528,before,2.3411,0.6291,1269200.0
0.6701,19960214,-0.04,000005.SZE,4319.0,0.3943,0.6528,0.6399,0.0458,0.6442,before,-1.3072,0.6571,1329914.8
0.6507,19960215,0.0,000005.SZE,1617.0,0.1476,0.6442,0.6399,0.0166,0.6442,before,0.0,0.6442,489255.6
0.6593,19960216,0.05,000005.SZE,7091.0,0.6474,0.6442,0.642,0.0265,0.655,before,1.6556,0.6463,2165100.0
0.7003,19960304,0.18,000005.SZE,9490.0,0.8664,0.655,0.6571,0.0651,0.6938,before,5.8632,0.6722,3005164.6
0.6938,19960305,-0.13,000005.SZE,8078.0,0.7375,0.6938,0.6614,0.0462,0.6658,before,-4.0,0.6938,2557361.2
0.6658,19960306,-0.08,000005.SZE,3877.0,0.354,0.6658,0.6485,0.0256,0.6485,before,-2.5641,0.6571,1187077.0
0.6658,19960307,0.06,000005.SZE,2588.0,0.2363,0.6485,0.6442,0.0329,0.6614,before,1.9737,0.6442,789732.2
0.6614,19960308,-0.05,000005.SZE,1956.0,0.1786,0.6614,0.6399,0.0323,0.6507,before,-1.6129,0.6614,596148.2
0.6463,19960311,-0.05,000005.SZE,2917.0,0.2663,0.6507,0.6334,0.0197,0.6399,before,-1.6393,0.6399,875161.8
0.6399,19960312,-0.02,000005.SZE,1323.0,0.1208,0.6399,0.6291,0.0167,0.6355,before,-0.6667,0.6399,392718.5
0.6399,19960313,0.01,000005.SZE,1542.0,0.1408,0.6355,0.6269,0.0201,0.6377,before,0.3356,0.6291,458314.5
0.6528,19960314,0.01,000005.SZE,3172.0,0.2896,0.6377,0.6399,0.0201,0.6399,before,0.3344,0.6442,959602.5
0.6377,19960315,-0.03,000005.SZE,3909.0,0.3569,0.6399,0.6226,0.0233,0.6334,before,-1.0,0.6355,1157470.1
0.6399,19960318,0.01,000005.SZE,886.0,0.0809,0.6334,0.6269,0.0202,0.6355,before,0.3367,0.6399,264620.6
0.6399,19960319,0.0,000005.SZE,1010.0,0.0922,0.6355,0.6312,0.0134,0.6355,before,0.0,0.6355,300976.5
0.6355,19960320,-0.02,000005.SZE,565.0,0.0516,0.6355,0.6215,0.0235,0.6312,before,-0.6711,0.6215,167708.9
0.6399,19960321,0.02,000005.SZE,1237.0,0.1129,0.6312,0.6269,0.0203,0.6355,before,0.6757,0.6291,367583.3
0.6442,19960322,0.04,000005.SZE,2420.0,0.2209,0.6355,0.6269,0.0268,0.6442,before,1.3423,0.6312,723918.8
0.6442,19960325,-0.02,000005.SZE,2788.0,0.2545,0.6442,0.6355,0.0132,0.6399,before,-0.6623,0.6442,835450.6
0.6442,19960326,-0.01,000005.SZE,2376.0,0.2169,0.6399,0.6312,0.02,0.6377,before,-0.3333,0.6442,710598.5
0.6334,19960327,-0.03,000005.SZE,1074.0,0.0981,0.6377,0.6226,0.0167,0.6312,before,-1.0033,0.6226,316514.3
0.6312,19960328,-0.03,000005.SZE,1086.0,0.0991,0.6312,0.6226,0.0135,0.6248,before,-1.0135,0.6269,319769.0
0.6312,19960329,0.0,000005.SZE,1938.0,0.1769,0.6248,0.6194,0.0205,0.6248,before,0.0,0.6312,564803.6
0.6485,19960401,0.01,000005.SZE,2596.54,0.2371,0.6248,0.6248,0.0375,0.6269,before,0.3413,0.6399,768219.5
0.6291,19960402,-0.04,000005.SZE,1368.0,0.1249,0.6269,0.6194,0.017,0.6194,before,-1.3605,0.6291,398053.9
0.6226,19960403,0.0,000005.SZE,1737.0,0.1586,0.6194,0.6107,0.0207,0.6194,before,0.0,0.6215,501357.0
0.6226,19960404,0.0,000005.SZE,1482.0,0.1353,0.6194,0.615,0.0138,0.6194,before,0.0,0.6194,430000.0
0.6399,19960405,0.08,000005.SZE,2927.0,0.2672,0.6194,0.6129,0.0448,0.6355,before,2.7586,0.6194,863971.1
0.6507,19960408,0.04,000005.SZE,6122.0,0.5589,0.6355,0.6312,0.0302,0.6442,before,1.3423,0.6507,1842603.0
0.6679,19960409,0.03,000005.SZE,10241.0,0.935,0.6442,0.6442,0.0364,0.6507,before,0.9934,0.6442,3132952.8
0.655,19960410,-0.02,000005.SZE,4940.0,0.451,0.6507,0.6355,0.0295,0.6463,before,-0.6557,0.642,1500489.5
0.6658,19960411,0.07,000005.SZE,7213.0,0.6585,0.6463,0.642,0.0363,0.6614,before,2.3102,0.6463,2214280.1
0.6917,19960412,0.05,000005.SZE,19177.0,1.7508,0.6614,0.6658,0.0387,0.6722,before,1.6129,0.6658,6098919.2
0.6895,19960415,0.03,000005.SZE,11171.0,1.0199,0.6722,0.6614,0.0413,0.6787,before,0.9524,0.6766,3544153.7
0.6938,19960416,0.06,000005.SZE,13873.0,1.2665,0.6787,0.6701,0.0346,0.6917,before,1.8868,0.6829999999999999,4452675.7
0.7024,19960417,0.0,000005.SZE,13651.0,1.2463,0.6917,0.6829999999999999,0.0278,0.6917,before,0.0,0.6829999999999999,4450799.8
0.7132,19960418,0.1,000005.SZE,13622.0,1.2436,0.6917,0.6787,0.0494,0.7132,before,3.0864,0.6829999999999999,4441808.1
0.7273,19960419,-0.04,000005.SZE,17255.0,1.5753,0.7132,0.6981,0.0419,0.7046,before,-1.1976,0.7154,5776206.7
0.7381,19960422,0.05,000005.SZE,24847.0,2.2684,0.7046,0.6852,0.0758,0.7154,before,1.5152,0.7003,8302798.1
0.805,19960423,0.39,000005.SZE,39496.0,3.6058,0.7154,0.7046,0.1403,0.7985,before,11.6418,0.7132,14060350.6
0.8967,19960424,0.34,000005.SZE,70611.0,6.4465,0.7985,0.8028,0.1176,0.8708,before,9.0909,0.8071,28460297.2
0.9075,19960425,-0.38,000005.SZE,51312.0,4.6846,0.8708,0.7855,0.1397,0.7898,before,-9.3137,0.8751,20189199.6
0.8816,19960426,0.38,000005.SZE,75691.0,6.9103,0.7898,0.8006,0.1027,0.8708,before,10.2703,0.8006,30454430.0
1.0348,19960429,0.7,000005.SZE,95090.0,8.6813,0.8708,0.8233,0.2426,1.0197,before,17.1569,0.8859,39908150.5
1.0672,19960430,-0.5,000005.SZE,56738.0,5.18,1.0197,0.8535,0.2092,0.9129,before,-10.4603,1.0564,25063006.9
1.024,19960502,0.01,000005.SZE,87075.0,7.9496,0.9129,0.8751,0.1636,0.915,before,0.2336,0.9905,38685341.7
0.956,19960503,-0.03,000005.SZE,36309.0,3.3149,0.915,0.8772,0.0862,0.9096,before,-0.6993,0.9193,15511208.8
0.9603,19960506,0.21,000005.SZE,40989.0,3.7421,0.9096,0.8945,0.0728,0.9539,before,4.9296,0.8967,17759111.6
0.9776,19960507,0.0,000005.SZE,38897.0,3.5511,0.9539,0.9075,0.0738,0.9539,before,0.0,0.9711,17191944.2
0.9517,19960508,-0.12,000005.SZE,27951.0,2.5518,0.9539,0.915,0.038,0.9279999999999999,before,-2.6846,0.9517,12178188.8
0.9301,19960509,-0.17,000005.SZE,20432.0,1.8654,0.9279999999999999,0.8816,0.0529,0.8924,before,-3.908,0.9172,8695651.0
0.888,19960510,-0.09,000005.SZE,20524.0,1.8738,0.8924,0.847,0.0455,0.8729,before,-2.1531,0.8859,8281090.2
0.8967,19960513,0.07,000005.SZE,18495.0,1.6885,0.8729,0.8643,0.0367,0.888,before,1.7115,0.8729,7629789.6
0.9075,19960514,-0.05,000005.SZE,18880.0,1.7237,0.888,0.8708,0.0409,0.8772,before,-1.2019,0.8902,7894824.6
0.9279999999999999,19960515,0.23,000005.SZE,27005.0,2.4654,0.8772,0.8643,0.073,0.9258,before,5.5961,0.8708,11359319.4
0.9776,19960516,0.08,000005.SZE,79442.0,7.2527,0.9258,0.9172,0.0645,0.9431,before,1.8433,0.9603,35393219.2
0.9603,19960517,0.07,000005.SZE,49507.0,4.5198,0.9431,0.9193,0.043,0.9582,before,1.5837,0.9431,21955197.5
1.1308,19960520,0.46,000005.SZE,181478.0,16.5682,0.9582,1.0035,0.1336,1.0564,before,10.245,1.0046,91247759.5
1.0866,19960521,-0.39,000005.SZE,76718.0,7.004,1.0564,0.9625,0.1172,0.9733,before,-7.8788,1.0456,38144854.4
1.0132,19960522,0.19,000005.SZE,57024.0,5.2061,0.9733,0.9409,0.0746,1.0132,before,4.1667,0.9495,26391179.8
1.0369,19960523,-0.4,000005.SZE,42295.0,3.8614,1.0132,0.9172,0.1179,0.9279999999999999,before,-8.4211,1.0305,19002093.6
0.9733,19960524,0.08,000005.SZE,30804.0,2.8123,0.9279999999999999,0.9172,0.0598,0.9452,before,1.8391,0.9172,13712086.6
0.956,19960527,-0.08,000005.SZE,13182.0,1.2035,0.9452,0.9172,0.0406,0.9279999999999999,before,-1.8059,0.956,5762530.6
0.9495,19960528,0.0,000005.SZE,11591.0,1.0582,0.9279999999999999,0.9096,0.0437,0.9279999999999999,before,0.0,0.9344,5051904.5
0.9647,19960529,0.17,000005.SZE,16960.0,1.5484,0.9279999999999999,0.9279999999999999,0.0391,0.9647,before,3.908,0.9388,7517104.4
0.9711,19960530,-0.18,000005.SZE,24364.0,2.2243,0.9647,0.9129,0.0597,0.9258,before,-3.9823,0.9711,10662356.7
0.9776,19960531,0.04,000005.SZE,38261.0,3.4931,0.9258,0.9031,0.0806,0.9344,before,0.9217,0.9129,16928217.8
0.9862,19960603,0.0,000005.SZE,52012.0,4.7485,0.9344,0.8859,0.1073,0.9344,before,0.0,0.9344,22863857.4
0.9733,19960604,0.05,000005.SZE,44425.0,4.0558,0.9344,0.9172,0.0594,0.9452,before,1.1416,0.9344,19761860.4
1.0067,19960605,0.11,000005.SZE,67966.0,6.205,0.9452,0.9279999999999999,0.0835,0.9690000000000001,before,2.4831,0.9603,30975802.6
1.0035,19960606,-0.03,000005.SZE,41361.0,3.7761,0.9690000000000001,0.9096,0.0969,0.9625,before,-0.6608,0.9539,18552914.1
0.9992,19960607,0.07,000005.SZE,64013.0,5.8441,0.9625,0.9388,0.0621,0.9776,before,1.5521,0.9711,29367468.6
1.065,19960610,0.1,000005.SZE,69376.0,6.3338,0.9776,0.8535,0.2162,0.9992,before,2.1834,0.9841,32883223.8
1.0067,19960611,-0.12,000005.SZE,32595.0,2.9758,0.9992,0.9603,0.047,0.9733,before,-2.5641,0.9841,15044442.9
1.0197,19960612,0.11,000005.SZE,51236.0,4.6776,0.9733,0.9517,0.0702,0.997,before,2.4123,0.9733,23559552.6
1.12,19960613,0.38,000005.SZE,175260.0,16.0005,0.997,0.9841,0.13699999999999998,1.0779,before,8.137,0.997,87051424.0
1.0326,19960617,-0.44,000005.SZE,68604.0,6.2633,1.0779,0.9711,0.0574,0.9841,before,-8.7129,1.0326,31846068.6
0.9949,19960618,0.01,000005.SZE,42321.0,3.8637,0.9841,0.9603,0.0347,0.9862,before,0.2169,0.9819,19261231.6
1.0035,19960619,0.03,000005.SZE,52581.0,4.8004,0.9862,0.9603,0.0433,0.9927,before,0.6494,0.997,24151385.0
0.9949,19960620,0.0,000005.SZE,40423.0,3.6905,0.9927,0.9733,0.0215,0.9927,before,0.0,0.9927,18629751.4
1.0197,19960621,-0.01,000005.SZE,40343.0,3.6832,0.9927,0.9841,0.0366,0.9905,before,-0.2151,0.9927,18874790.4
1.0672,19960624,0.32,000005.SZE,88369.0,8.0677,0.9905,0.9776,0.0905,1.0585,before,6.8966,0.9927,42719824.9
1.0974,19960625,0.07,000005.SZE,123944.0,11.3156,1.0585,1.0035,0.0887,1.0736,before,1.4113,1.0585,61350206.4
1.1222,19960626,0.11,000005.SZE,112936.0,10.3106,1.0736,1.0736,0.0457,1.0974,before,2.1869,1.0779,58298224.4
1.12,19960627,-0.18,000005.SZE,66600.0,6.0803,1.0974,1.0456,0.0681,1.0585,before,-3.5019,1.1092,33546602.5
1.0477,19960628,-0.29,000005.SZE,38997.0,3.5603,1.0585,0.9927,0.0524,0.997,before,-5.8468,1.0456,18477134.7
0.9927,19960701,-0.21,000005.SZE,35408.0,3.2326,0.997,0.9474,0.045,0.9517,before,-4.4968,0.9819,16055128.1
0.9733,19960702,0.08,000005.SZE,22361.0,2.0415,0.9517,0.9388,0.0359,0.9690000000000001,before,1.7937,0.9431,10036503.9
1.0067,19960703,0.18,000005.SZE,27627.0,2.5222,0.9690000000000001,0.9690000000000001,0.0396,1.0067,before,3.9648,0.9690000000000001,12804653.6
1.0283,19960704,0.0,000005.SZE,28913.0,2.6396,1.0067,0.9776,0.0508,1.0067,before,0.0,1.024,13515450.8
1.0628,19960705,0.08,000005.SZE,71945.0,6.5683,1.0067,0.9992,0.0636,1.024,before,1.6949,1.0154,35092964.0
1.1416,19960708,0.52,000005.SZE,128803.0,11.7592,1.024,1.0477,0.0917,1.1351,before,10.8333,1.0628,65353000.0
1.2571,19960709,0.23,000005.SZE,203713.0,18.5982,1.1351,1.1546,0.0902,1.1848,before,4.3233,1.1675,114466135.2
1.2161,19960710,0.02,000005.SZE,107911.0,9.8518,1.1848,1.1416,0.0631,1.1891,before,0.3604,1.1956,59295013.5
1.2096,19960711,-0.21,000005.SZE,88655.0,8.0938,1.1891,1.1351,0.0628,1.1438,before,-3.7702,1.1956,48828340.8
1.2225,19960712,0.29,000005.SZE,76741.0,7.0061,1.1438,1.0887,0.1175,1.2053,before,5.4104,1.1092,41795492.7
1.3186,19960715,0.5,000005.SZE,203570.0,18.5851,1.2053,1.2182,0.0832,1.3121,before,8.8496,1.2376,122644186.4
1.3553,19960716,0.13,000005.SZE,117718.0,10.7472,1.3121,1.2484,0.0813,1.3402,before,2.1138,1.3121,72558574.1
1.3596,19960717,-0.38,000005.SZE,118351.0,10.805,1.3402,1.2592,0.0748,1.2592,before,-6.051,1.3445,73551809.5
1.3659999999999999,19960718,0.49,000005.SZE,91000.0,8.3079,1.2592,1.2269,0.1102,1.3639,before,8.3051,1.2355,55647363.2
1.4869,19960719,0.4,000005.SZE,144795.0,13.2192,1.3639,1.3768,0.0814,1.4491,before,6.2598,1.3855,96998058.2
1.515,19960722,0.21,000005.SZE,105701.0,9.6501,1.4491,1.4189,0.0663,1.4934,before,3.0928,1.4513,72135000.0
1.5128,19960723,-0.15,000005.SZE,84232.0,7.69,1.4934,1.3973,0.0771,1.4621,before,-2.1429,1.4934,57364933.9
1.515,19960724,0.1,000005.SZE,94880.0,8.6622,1.4621,1.4254,0.0613,1.4837,before,1.4599,1.4729,66100875.0
1.4837,19960725,-0.4,000005.SZE,79463.0,7.2547,1.4837,1.3887,0.0633,1.3973,before,-5.7554,1.4837,53339834.6
1.4729,19960726,0.03,000005.SZE,60746.0,5.5459,1.3973,1.3876,0.0611,1.4038,before,0.45799999999999996,1.3876,40632718.2
1.515,19960729,0.52,000005.SZE,61867.0,5.6482,1.4038,1.406,0.0775,1.515,before,7.9027,1.4297,42155159.7
1.5365,19960730,-0.24,000005.SZE,88677.0,8.0959,1.515,1.4491,0.0577,1.4642,before,-3.3803,1.5257,62511872.7
1.4729,19960731,-0.24,000005.SZE,42517.0,3.8816,1.4642,1.3887,0.0569,1.4124,before,-3.4985,1.4621,28446563.6
1.4513,19960801,0.16,000005.SZE,34197.0,3.1221,1.4124,1.3887,0.0438,1.4469999999999998,before,2.4169,1.3887,22853289.5
1.4686,19960802,-0.27,000005.SZE,29599.0,2.7023,1.4469999999999998,1.3617,0.0737,1.3887,before,-3.9823,1.4621,19477991.3
1.4124,19960805,0.09,000005.SZE,25028.0,2.285,1.3887,1.3229,0.0645,1.4081,before,1.3825,1.3768,16044617.6
1.4297,19960806,0.02,000005.SZE,28366.0,2.5897,1.4081,1.3553,0.053,1.4124,before,0.303,1.4081,18706497.7
1.5624,19960807,0.6,000005.SZE,189515.0,17.302,1.4124,1.4469999999999998,0.0816,1.5409,before,9.0634,1.4513,134748038.0
1.5894,19960808,0.15,000005.SZE,124262.0,11.3446,1.5409,1.5106,0.0512,1.5732,before,2.0776,1.5473,90179203.4
1.5786,19960809,-0.13,000005.SZE,91087.0,8.3159,1.5732,1.515,0.0407,1.5452,before,-1.7639,1.5732,66082914.9
1.5689,19960812,-0.04,000005.SZE,92236.0,8.4208,1.5452,1.5257,0.0276,1.5365,before,-0.5525,1.5409,66931402.2
1.5344,19960813,-0.06,000005.SZE,39699.0,3.6244,1.5365,1.4977,0.024,1.5214,before,-0.9585,1.5214,24489245.0
1.5441,19960814,0.01,000005.SZE,38787.0,3.5411,1.5214,1.5117,0.021,1.5247,before,0.1613,1.5268,24117000.0
1.5247,19960815,-0.18,000005.SZE,37596.0,2.9847,1.5247,1.475,0.0322,1.4804,before,-2.8986,1.5096,22952713.0
1.4675,19960816,-0.2,000005.SZE,46040.0,3.655,1.4804,1.3866,0.0547,1.4308,before,-3.3167,1.4599,26627528.4
1.4459,19960819,-0.23,000005.SZE,26358.0,2.0925,1.4308,1.3747,0.0497,1.3747,before,-3.9451,1.4383,14939046.5
1.3617,19960820,-0.47,000005.SZE,49770.0,3.9511,1.3747,1.2517,0.0804,1.2592,before,-8.3929,1.3499,26352360.7
1.3455,19960821,0.31,000005.SZE,46839.0,3.7184,1.2592,1.2635,0.0643,1.3348,before,6.0429,1.2765,25140445.5
1.3617,19960822,-0.24,000005.SZE,27592.0,2.1905,1.3348,1.2689,0.0699,1.2765,before,-4.4118,1.3499,14787509.8
1.3207,19960823,-0.03,000005.SZE,34881.0,2.7691,1.2765,1.2398,0.0635,1.2689,before,-0.5769,1.2959,18008236.5
1.2765,19960826,-0.08,000005.SZE,28351.0,2.2507,1.2689,1.2269,0.0387,1.2495,before,-1.5474,1.2538,14405275.4
1.2884,19960827,-0.01,000005.SZE,24125.0,1.9152,1.2495,1.2344,0.0432,1.2474,before,-0.1965,1.2398,12331217.2
1.3175,19960828,0.26,000005.SZE,49560.0,3.9345,1.2474,1.2301,0.0709,1.311,before,5.1181,1.2592,25782381.2
