HIGH,TRD_DT,CHG,SECU_CODE,VOLUME,TURN,PRE_CLOSE,LOW,SWING,CLOSE,ADJ_TYPE,PCT_CHG,OPEN,AMT
3.4987,20030623,-0.03,600004.SSE,69395.61,1.7349,3.4833,3.4373,0.0176,3.4718,before,-0.3304,3.4757,62547673.0
3.491,20030624,0.0,600004.SSE,31286.26,0.7822,3.4718,3.4411,0.0144,3.4718,before,0.0,3.4642,28250536.0
3.491,20030625,-0.35,600004.SSE,194631.65,4.8658,3.4718,3.3299,0.0464,3.3376,before,-3.8674,3.4872,171431598.0
3.4219999999999997,20030627,0.01,600004.SSE,114519.07,2.863,3.3376,3.3107,0.0333,3.3414,before,0.1149,3.3759,100730062.0
3.3913,20030630,-0.02,600004.SSE,47543.7,1.1886,3.3414,3.3184,0.0218,3.3337,before,-0.2296,3.3376,41484932.0
3.4028,20030701,0.02,600004.SSE,46700.93,1.1675,3.3337,3.3299,0.0219,3.3414,before,0.2301,3.3337,40975090.0
3.3989,20030702,0.14,600004.SSE,37823.47,0.9456,3.3414,3.3299,0.0207,3.3951,before,1.6073,3.3567,33290309.0
3.4296,20030703,0.08,600004.SSE,43737.15,1.0934,3.3951,3.3567,0.0215,3.4258,before,0.904,3.3951,38777601.0
3.4718,20030704,-0.05,600004.SSE,51676.03,1.2919,3.4258,3.4028,0.0202,3.4066,before,-0.5599,3.4219999999999997,46344703.0
3.4219999999999997,20030707,-0.05,600004.SSE,34914.59,0.8729,3.4066,3.3606,0.018000000000000002,3.3874,before,-0.5631,3.3951,30836117.0
3.4411,20030708,0.1,600004.SSE,26715.13,0.6679,3.3874,3.3798,0.0181,3.4258,before,1.1325,3.3798,23762127.0
3.4258,20030709,-0.14,600004.SSE,45796.23,1.1449,3.4258,3.3491,0.0224,3.3721,before,-1.5677,3.3989,40313934.0
3.5179,20030710,0.28,600004.SSE,144008.61,3.6002,3.3721,3.3529,0.0489,3.4795,before,3.1854,3.3567,130383789.0
3.491,20030711,-0.03,600004.SSE,59065.64,1.4766,3.4795,3.4296,0.0176,3.468,before,-0.3308,3.4872,53304646.0
3.5447,20030714,0.09,600004.SSE,131615.95,3.2904,3.468,3.4488,0.0277,3.5025,before,0.9956,3.4718,120738561.0
3.5485,20030715,0.04,600004.SSE,56941.94,1.4235,3.5025,3.4833,0.0186,3.5179,before,0.4381,3.4987,52243533.0
3.5716,20030716,0.1,600004.SSE,71886.77,1.7972,3.5179,3.5063,0.0185,3.5562,before,1.0905,3.5179,66481342.0
3.6751,20030717,0.15,600004.SSE,372495.51,9.3124,3.5562,3.5601,0.0324,3.6138,before,1.6181,3.5601,352331960.0
3.6521,20030718,-0.17,600004.SSE,205760.78,5.144,3.6138,3.5447,0.0297,3.5485,before,-1.8047,3.6253,193106534.0
3.5984,20030721,0.06,600004.SSE,122696.13,3.0674,3.5485,3.5179,0.0227,3.5716,before,0.6486,3.537,113916137.0
3.6713,20030722,0.13,600004.SSE,185171.6,4.6293,3.5716,3.5639,0.0301,3.6214,before,1.3963,3.6061,174742503.0
3.6445,20030723,-0.08,600004.SSE,86546.65,2.1637,3.6214,3.5485,0.0265,3.5907,before,-0.8475,3.6214,81113322.0
3.6329,20030724,0.0,600004.SSE,70715.91,1.7679,3.5907,3.5562,0.0214,3.5907,before,0.0,3.5984,66442801.0
3.6061,20030725,-0.24,600004.SSE,114484.33,2.8621,3.5907,3.4757,0.0363,3.4987,before,-2.5641,3.5869,105246679.0
3.537,20030728,0.03,600004.SSE,36621.63,0.9155,3.4987,3.4718,0.0186,3.5102,before,0.3289,3.4757,33473373.0
3.5409,20030729,0.03,600004.SSE,34906.62,0.8727,3.5102,3.491,0.0142,3.5217,before,0.3279,3.4987,32023361.0
3.5485,20030730,0.05,600004.SSE,51463.19,1.2866,3.5217,3.491,0.0163,3.5409,before,0.5447,3.5179,47183248.0
3.5524,20030731,-0.06,600004.SSE,33613.91,0.8403,3.5409,3.5063,0.013000000000000001,3.5179,before,-0.6501,3.5409,30858302.0
3.5447,20030801,0.01,600004.SSE,26242.48,0.6561,3.5179,3.491,0.0153,3.5217,before,0.1091,3.5179,24017872.0
3.5332,20030804,-0.02,600004.SSE,41081.4,1.0270000000000001,3.5217,3.4526,0.0229,3.514,before,-0.2179,3.5217,37417266.0
3.5447,20030805,0.02,600004.SSE,17910.03,0.4478,3.514,3.5025,0.012,3.5217,before,0.2183,3.5025,16435649.0
3.537,20030806,-0.06,600004.SSE,22963.89,0.5741,3.5217,3.4795,0.0163,3.4987,before,-0.6536,3.5179,20929994.0
3.5601,20030807,0.01,600004.SSE,29749.2,0.7437,3.4987,3.4833,0.0219,3.5025,before,0.1096,3.4948,27300943.0
3.5025,20030808,-0.11,600004.SSE,37706.51,0.9427,3.5025,3.4603,0.012,3.4603,before,-1.2048,3.491,34155757.0
3.4833,20030811,0.02,600004.SSE,25627.27,0.6407,3.4603,3.4373,0.0133,3.468,before,0.2217,3.4565,23102811.0
3.5179,20030812,0.07,600004.SSE,25150.19,0.6288,3.468,3.4565,0.0177,3.4948,before,0.7743,3.4642,22903208.0
3.5102,20030813,-0.04,600004.SSE,19578.82,0.4895,3.4948,3.4718,0.011000000000000001,3.4795,before,-0.4391,3.491,17789145.0
3.5217,20030814,-0.11,600004.SSE,48487.82,1.2122,3.4795,3.4258,0.0276,3.4373,before,-1.2128,3.4603,43790251.0
3.4411,20030815,-0.12,600004.SSE,55330.55,1.3833,3.4373,3.3606,0.0234,3.3913,before,-1.3393,3.4335,48928386.0
3.4258,20030818,0.03,600004.SSE,12536.74,0.3134,3.3913,3.3682,0.017,3.4028,before,0.3394,3.3836,11111570.0
3.4411,20030819,0.04,600004.SSE,11235.57,0.2809,3.4028,3.3913,0.0147,3.4181,before,0.451,3.4028,10005962.0
3.4373,20030820,-0.05,600004.SSE,24880.37,0.622,3.4181,3.3721,0.0191,3.3989,before,-0.5612,3.4181,21952082.0
3.4258,20030821,0.0,600004.SSE,17249.26,0.4312,3.3989,3.3721,0.0158,3.3989,before,0.0,3.3989,15249086.0
3.4258,20030822,0.0,600004.SSE,10440.03,0.261,3.3989,3.3759,0.0147,3.3989,before,0.0,3.3798,9270698.0
3.4143,20030825,-0.1,600004.SSE,24913.98,0.6228,3.3989,3.3491,0.0192,3.3606,before,-1.1287,3.4143,21873077.0
3.4066,20030826,0.01,600004.SSE,24541.82,0.6135,3.3606,3.326,0.024,3.3644,before,0.1142,3.3836,21551226.0
3.3989,20030827,0.06,600004.SSE,33745.26,0.8436,3.3644,3.3337,0.0194,3.3874,before,0.6842,3.3644,29607081.0
3.4335,20030828,0.01,600004.SSE,21377.16,0.5344,3.3874,3.3337,0.0294,3.3913,before,0.1133,3.3759,18867513.0
3.445,20030829,0.13,600004.SSE,23362.49,0.5841,3.3913,3.3682,0.0226,3.4411,before,1.4706,3.3913,20782076.0
3.5294,20030901,0.21,600004.SSE,70278.64,1.757,3.4411,3.4219999999999997,0.0312,3.5217,before,2.3411,3.4526,64056439.0
3.5485,20030902,-0.04,600004.SSE,37339.99,0.9335,3.5217,3.491,0.0163,3.5063,before,-0.4357,3.5217,34137025.0
3.5102,20030903,-0.02,600004.SSE,20280.33,0.507,3.5063,3.4833,0.0077,3.4987,before,-0.2188,3.4987,18474435.0
3.5102,20030904,-0.11,600004.SSE,21978.45,0.5495,3.4987,3.4526,0.0164,3.4565,before,-1.2061,3.491,19961502.0
3.4526,20030905,-0.16,600004.SSE,30321.4,0.758,3.4565,3.3682,0.0244,3.3951,before,-1.7758,3.445,26925323.0
3.4143,20030908,-0.02,600004.SSE,22801.81,0.57,3.3951,3.3682,0.0136,3.3874,before,-0.226,3.3759,20148071.0
3.3874,20030909,-0.05,600004.SSE,68352.34,1.7088,3.3874,3.3452,0.0125,3.3682,before,-0.5663,3.3874,59961731.0
3.3644,20030910,-0.07,600004.SSE,60628.21,1.5157,3.3682,3.2838,0.0239,3.3414,before,-0.7973,3.3567,52474376.0
3.3836,20030911,0.01,600004.SSE,13569.22,0.3392,3.3414,3.3069,0.023,3.3452,before,0.1148,3.3414,11878345.0
3.3567,20030912,-0.02,600004.SSE,14927.03,0.3732,3.3452,3.3107,0.0138,3.3376,before,-0.2294,3.3452,12964959.0
3.3721,20030915,-0.21,600004.SSE,30335.26,0.7584,3.3376,3.2532,0.0356,3.2569999999999997,before,-2.4138,3.3184,26074143.0
3.28,20030916,0.03,600004.SSE,44611.87,1.1153,3.2569999999999997,3.1994,0.0247,3.2685,before,0.3534,3.2608,37643861.0
3.2685,20030917,-0.13,600004.SSE,21243.04,0.5311,3.2685,3.1956,0.0223,3.2186,before,-1.5258,3.2647,17861351.0
3.2493,20030918,0.02,600004.SSE,17498.82,0.4375,3.2186,3.1918,0.0179,3.2263,before,0.2384,3.1994,14699681.0
3.2685,20030919,0.09,600004.SSE,15766.13,0.3942,3.2263,3.2110000000000003,0.0178,3.2608,before,1.0702,3.2263,13305257.0
3.2838,20030922,-0.01,600004.SSE,10322.76,0.2581,3.2608,3.2225,0.0188,3.2569999999999997,before,-0.1176,3.2723,8759626.0
3.2992,20030923,0.1,600004.SSE,14149.52,0.3537,3.2569999999999997,3.234,0.02,3.2954,before,1.1779,3.2416,12074808.0
3.3337,20030924,0.02,600004.SSE,12262.01,0.3066,3.2954,3.2762,0.0175,3.303,before,0.2328,3.2915,10561345.0
3.3184,20030925,-0.02,600004.SSE,24893.75,0.6223,3.303,3.2532,0.0197,3.2954,before,-0.2323,3.2992,21374394.0
3.2992,20030926,-0.02,600004.SSE,14212.42,0.3553,3.2954,3.2532,0.013999999999999999,3.2877,before,-0.2328,3.2685,12133462.0
3.28,20030929,-0.15,600004.SSE,39425.39,0.9856,3.2877,3.2186,0.0187,3.2301,before,-1.7503,3.28,33310656.0
3.2915,20030930,0.13,600004.SSE,22654.06,0.5664,3.2301,3.2110000000000003,0.0249,3.28,before,1.5439,3.2263,19213031.0
3.2877,20031008,-0.01,600004.SSE,7672.46,0.1918,3.28,3.2416,0.013999999999999999,3.2762,before,-0.11699999999999999,3.28,6528336.0
3.2992,20031009,-0.05,600004.SSE,14709.92,0.3677,3.2762,3.2301,0.0211,3.2569999999999997,before,-0.5855,3.2685,12511881.0
3.3567,20031010,0.19,600004.SSE,37073.87,0.9268,3.2569999999999997,3.2263,0.04,3.3299,before,2.2379,3.2378,32089984.0
3.3529,20031013,-0.07,600004.SSE,27007.76,0.6752,3.3299,3.2992,0.0161,3.303,before,-0.8065,3.3452,23415667.0
3.3184,20031014,-0.03,600004.SSE,24673.6,0.6168,3.303,3.2455,0.0221,3.2915,before,-0.3484,3.3184,21046096.0
3.3299,20031015,-0.03,600004.SSE,16609.99,0.4152,3.2915,3.2608,0.021,3.28,before,-0.3497,3.2608,14281606.0
3.2685,20031016,-0.13,600004.SSE,18727.86,0.4682,3.28,3.2186,0.0152,3.2301,before,-1.5205,3.2685,15798744.0
3.2569999999999997,20031017,0.06,600004.SSE,22429.87,0.5607,3.2301,3.1956,0.019,3.2532,before,0.7126,3.2301,18831014.0
3.2493,20031020,-0.26,600004.SSE,41086.51,1.0272,3.2532,3.1266,0.0377,3.1534,before,-3.0660000000000003,3.2416,33885849.0
3.1649,20031021,-0.17,600004.SSE,50222.86,1.2556,3.1534,3.0652,0.0316,3.0882,before,-2.0681,3.1534,40485694.0
3.2186,20031022,0.3,600004.SSE,68413.27,1.7103,3.0882,3.0652,0.0497,3.2033,before,3.7267,3.0882,56454390.0
3.2263,20031023,-0.21,600004.SSE,40615.65,1.0154,3.2033,3.1035,0.0383,3.1227,before,-2.515,3.2033,33453411.0
3.1227,20031024,-0.3,600004.SSE,154498.19,3.8625,3.1227,2.9808,0.0455,3.0076,before,-3.6855,3.1189,121396465.0
3.0307,20031027,0.06,600004.SSE,28762.97,0.7191,3.0076,2.9961,0.0115,3.0307,before,0.7653,3.0115,22619954.0
3.1457,20031028,0.22,600004.SSE,101179.13,2.5295,3.0307,3.0575,0.0291,3.115,before,2.7848,3.1266,81675864.0
3.1649,20031029,0.08,600004.SSE,65731.59,1.6433,3.115,3.0959,0.0222,3.1457,before,0.9852,3.1227,53588551.0
3.1918,20031030,-0.04,600004.SSE,43660.9,1.0915,3.1457,3.1227,0.022000000000000002,3.1304,before,-0.4878,3.1611,36015735.0
3.1879,20031031,0.05,600004.SSE,33603.53,0.8401,3.1304,3.1035,0.027000000000000003,3.1496,before,0.6127,3.1266,27613311.0
3.2378,20031103,0.14,600004.SSE,36679.34,0.917,3.1496,3.1496,0.027999999999999997,3.2033,before,1.7052,3.1572,30562408.0
3.4181,20031104,0.17,600004.SSE,139415.33,3.4854,3.2033,3.1918,0.0707,3.2685,before,2.0359,3.2033,120382925.0
3.3299,20031105,0.04,600004.SSE,53042.08,1.3261,3.2685,3.2532,0.0235,3.2838,before,0.4695,3.2685,45442977.0
3.2838,20031106,-0.11,600004.SSE,38041.02,0.951,3.2838,3.2225,0.0187,3.2416,before,-1.285,3.2838,32247610.0
3.234,20031107,-0.25,600004.SSE,60014.9,1.5004,3.2416,3.1035,0.0402,3.1457,before,-2.9586,3.2301,49525145.0
3.2071,20031110,0.12,600004.SSE,15548.94,0.3887,3.1457,3.115,0.0293,3.1918,before,1.4634,3.1457,12780017.0
3.2186,20031111,-0.02,600004.SSE,35845.09,0.8961,3.1918,3.1496,0.0216,3.1841,before,-0.2404,3.1841,29695527.0
3.1841,20031112,-0.25,600004.SSE,51140.76,1.2785,3.1841,3.0729,0.0349,3.0882,before,-3.012,3.1841,41473425.0
3.1266,20031113,0.0,600004.SSE,21677.58,0.5419,3.0882,3.069,0.0186,3.0882,before,0.0,3.0767,17502231.0
3.1304,20031114,0.05,600004.SSE,32100.7,0.8025,3.0882,3.0882,0.0137,3.1074,before,0.6211,3.0997,26001031.0
3.1304,20031117,-0.01,600004.SSE,18320.18,0.45799999999999996,3.1074,3.092,0.0123,3.1035,before,-0.1235,3.1074,14844778.0
3.1074,20031118,-0.09,600004.SSE,35070.0,0.8768,3.1035,3.0537,0.0173,3.069,before,-1.1125,3.1035,28106869.0
3.1266,20031119,0.1,600004.SSE,16916.72,0.4229,3.069,3.0537,0.0238,3.1074,before,1.25,3.069,13614947.0
3.2186,20031120,0.2,600004.SSE,46897.53,1.1724,3.1074,3.069,0.0481,3.1841,before,2.4691,3.115,38632765.0
3.2416,20031121,-0.13,600004.SSE,34307.96,0.8577,3.1841,3.1342,0.0337,3.1342,before,-1.5663,3.1918,28432185.0
3.2301,20031124,0.22,600004.SSE,47598.01,1.19,3.1342,3.1189,0.0355,3.2186,before,2.6928,3.1381,39596059.0
3.3107,20031125,0.1,600004.SSE,124653.3,3.1163,3.2186,3.1918,0.0369,3.2569999999999997,before,1.1919,3.2148,105841988.0
3.2915,20031126,0.03,600004.SSE,37195.86,0.9299,3.2569999999999997,3.2186,0.0224,3.2685,before,0.3534,3.2493,31502180.0
3.2608,20031127,-0.18,600004.SSE,37299.0,0.9325,3.2685,3.1956,0.02,3.1994,before,-2.1127,3.2608,31319246.0
3.2186,20031128,-0.03,600004.SSE,39131.58,0.9783,3.1994,3.1534,0.0204,3.1879,before,-0.3597,3.1956,32448092.0
3.2992,20031201,0.23,600004.SSE,72008.59,1.8002,3.1879,3.1879,0.0349,3.2762,before,2.7677,3.1994,61192759.0
3.3376,20031202,0.01,600004.SSE,64816.23,1.6204,3.2762,3.2493,0.0269,3.28,before,0.1171,3.2915,55775071.0
3.3682,20031203,0.08,600004.SSE,80314.62,2.0079,3.28,3.2608,0.0327,3.3107,before,0.9357,3.2685,69549108.0
3.3491,20031204,0.04,600004.SSE,47143.06,1.1786,3.3107,3.2915,0.0174,3.326,before,0.4635,3.3184,40821895.0
3.3529,20031205,-0.04,600004.SSE,36130.38,0.9033,3.326,3.2877,0.0196,3.3107,before,-0.4614,3.3376,31206812.0
3.3222,20031208,-0.06,600004.SSE,28922.02,0.7231,3.3107,3.2685,0.0162,3.2877,before,-0.6952,3.3145,24808237.0
3.3452,20031209,0.11,600004.SSE,48819.84,1.2205,3.2877,3.2647,0.0245,3.3299,before,1.2835,3.28,42183770.0
3.4028,20031210,0.16,600004.SSE,94701.03,2.3675,3.3299,3.3222,0.0242,3.3913,before,1.8433,3.3299,83203832.0
3.4028,20031211,-0.02,600004.SSE,68122.3,1.7031,3.3913,3.3529,0.0147,3.3836,before,-0.2262,3.3951,59950609.0
3.3874,20031212,-0.07,600004.SSE,60004.76,1.5001,3.3836,3.3299,0.017,3.3567,before,-0.7937,3.3874,52345169.0
3.3798,20031215,0.05,600004.SSE,30962.99,0.7741,3.3567,3.3376,0.0126,3.3759,before,0.5714,3.3682,27113361.0
3.3759,20031216,-0.08,600004.SSE,40820.17,1.0205,3.3759,3.28,0.0284,3.3452,before,-0.9091,3.3759,35423429.0
3.3874,20031217,-0.12,600004.SSE,89541.75,2.2385,3.3452,3.2954,0.0275,3.2992,before,-1.3761,3.3452,77962340.0
3.3337,20031218,-0.02,600004.SSE,42726.01,1.0682,3.2992,3.2685,0.0198,3.2915,before,-0.2326,3.2915,36696735.0
3.3682,20031219,0.18,600004.SSE,74744.4,1.8686,3.2915,3.2762,0.027999999999999997,3.3606,before,2.0979,3.2992,64721305.0
3.4872,20031222,0.3,600004.SSE,198223.11,4.9556,3.3606,3.3299,0.0468,3.4757,before,3.4247,3.3682,177489113.0
3.5025,20031223,0.0,600004.SSE,88862.09,2.2216,3.4757,3.4143,0.0254,3.4757,before,0.0,3.4757,80370211.0
3.5677,20031224,0.09,600004.SSE,147527.64,3.6882,3.4757,3.4795,0.0254,3.5102,before,0.9934,3.491,135300911.0
3.5792,20031225,0.02,600004.SSE,72838.93,1.821,3.5102,3.491,0.0251,3.5179,before,0.2186,3.5179,67045186.0
3.5447,20031226,-0.09,600004.SSE,77939.95,1.9485,3.5179,3.4258,0.0338,3.4833,before,-0.9815,3.5294,70348684.0
3.4411,20031229,-0.22,600004.SSE,84039.83,2.101,3.4833,3.3759,0.0187,3.3989,before,-2.4229,3.4373,74681822.0
3.4526,20031230,0.13,600004.SSE,60698.65,1.5175,3.3989,3.3951,0.0169,3.4488,before,1.4673,3.3951,54098680.0
3.4872,20031231,-0.08,600004.SSE,37767.9,0.9442,3.4488,3.4143,0.0211,3.4181,before,-0.8899,3.4411,33758820.0
3.514,20040102,0.1,600004.SSE,65956.96,1.6489,3.4181,3.3951,0.0348,3.4565,before,1.1223,3.4066,59477910.0
3.6483,20040105,0.4,600004.SSE,215508.46,5.3877,3.4565,3.445,0.0588,3.6099,before,4.4395,3.4526,200552192.0
3.6943,20040106,0.09,600004.SSE,204410.95,5.1103,3.6099,3.5792,0.0319,3.6445,before,0.9564,3.6023,194062857.0
3.7519,20040107,0.26,600004.SSE,195707.55,4.8927,3.6445,3.6061,0.04,3.7442,before,2.7368,3.6445,188150396.0
3.8401,20040108,-0.05,600004.SSE,216113.08,5.4028,3.7442,3.702,0.0369,3.725,before,-0.5123,3.7595,211684690.0
3.8363,20040109,-0.14,600004.SSE,226878.19,5.6720000000000015,3.725,3.656,0.0484,3.6713,before,-1.4418,3.725,222472801.0
3.7941,20040112,0.3,600004.SSE,110822.12,2.7706,3.6713,3.6445,0.0408,3.7864,before,3.1348,3.6636,107165698.0
3.8708,20040113,-0.09,600004.SSE,149824.45,3.7456,3.7864,3.702,0.0446,3.7519,before,-0.9119,3.7864,147970210.0
3.7519,20040114,-0.29,600004.SSE,126241.83,3.156,3.7519,3.6329,0.0317,3.6406,before,-2.9652,3.748,120744581.0
3.7173,20040115,0.02,600004.SSE,93209.05,2.3302,3.6406,3.6291,0.0242,3.6483,before,0.2107,3.6368,89120549.0
3.7327,20040116,0.15,600004.SSE,81829.01,2.0457,3.6483,3.6023,0.0358,3.7058,before,1.5773,3.6483,78282705.0
3.7442,20040129,0.09,600004.SSE,64010.85,1.6003,3.7058,3.656,0.0238,3.7404,before,0.9317,3.7212,61769587.0
3.7327,20040130,-0.37,600004.SSE,105321.47,2.633,3.7404,3.5946,0.0369,3.5984,before,-3.7949,3.7327,100014336.0
3.7557,20040202,0.17,600004.SSE,161886.61,4.0472,3.5984,3.5601,0.0544,3.6636,before,1.8124,3.702,154987937.0
3.679,20040203,-0.02,600004.SSE,86512.2,2.1628,3.6636,3.5869,0.0251,3.656,before,-0.2094,3.6636,81852079.0
3.7595,20040204,0.26,600004.SSE,172179.71,4.3045,3.656,3.6329,0.0346,3.7557,before,2.7282,3.656,167071474.0
3.7634,20040205,-0.09,600004.SSE,103961.38,2.5989999999999998,3.7557,3.6867,0.0204,3.7212,before,-0.9193,3.7595,100608609.0
3.8133,20040206,0.21,600004.SSE,190440.0,4.761,3.7212,3.6445,0.0454,3.8017,before,2.1649,3.7212,185296296.0
3.8861,20040209,0.05,600004.SSE,204252.74,5.1063,3.8017,3.7902,0.0252,3.8209,before,0.5045,3.8017,204775333.0
3.8785,20040210,-0.16,600004.SSE,135578.88,3.3895,3.8209,3.7442,0.0351,3.7595,before,-1.6064,3.8286,134572166.0
3.8746,20040211,0.2,600004.SSE,155804.79,3.8951,3.7595,3.7595,0.0306,3.8363,before,2.0408,3.8363,155093179.0
3.9130000000000003,20040212,-0.14,600004.SSE,139985.76,3.4996,3.8363,3.7634,0.039,3.7826,before,-1.4,3.8439,140403788.0
3.8171,20040213,-0.09,600004.SSE,88119.39,2.2030000000000003,3.7826,3.7173,0.0264,3.748,before,-0.9128,3.7864,86481619.0
3.8171,20040216,0.15,600004.SSE,86151.78,2.1538,3.748,3.7173,0.0266,3.8056,before,1.5353,3.748,84711761.0
3.8554,20040217,0.12,600004.SSE,148577.44,3.7144,3.8056,3.7826,0.0192,3.8516,before,1.2097,3.8171,148128526.0
3.8746,20040218,-0.08,600004.SSE,96898.61,2.4225,3.8516,3.7979,0.0199,3.8209,before,-0.7968,3.8554,96844643.0
3.8554,20040219,-0.18,600004.SSE,123864.32,3.0966,3.8209,3.7212,0.0351,3.7519,before,-1.8072,3.8171,121963305.0
3.7787,20040220,0.04,600004.SSE,73682.85,1.8421,3.7519,3.725,0.0143,3.7672,before,0.409,3.7557,71927366.0
3.7672,20040223,-0.38,600004.SSE,151665.17,3.7916,3.7672,3.5907,0.0468,3.6214,before,-3.8697,3.7672,144739500.0
3.6598,20040224,0.04,600004.SSE,83428.02,2.0857,3.6214,3.5677,0.0254,3.6368,before,0.4237,3.6061,78463282.0
3.6713,20040225,-0.23,600004.SSE,93837.82,2.3459,3.6368,3.5294,0.039,3.5485,before,-2.4262,3.6368,88015543.0
3.6099,20040226,0.04,600004.SSE,45401.69,1.135,3.5485,3.5025,0.0303,3.5639,before,0.4324,3.5524,42063527.0
3.6061,20040227,0.02,600004.SSE,56531.99,1.4133,3.5639,3.5294,0.0215,3.5716,before,0.2153,3.5677,52577642.0
3.6061,20040301,0.08,600004.SSE,46811.81,1.1703,3.5716,3.5217,0.0236,3.6023,before,0.8593,3.5754,43542213.0
3.679,20040302,0.09,600004.SSE,94035.05,2.3509,3.6023,3.5562,0.0341,3.6368,before,0.9585,3.6023,88875394.0
3.6253,20040303,-0.29,600004.SSE,62165.48,1.5541,3.6368,3.5217,0.0285,3.5255,before,-3.0591,3.6099,57585765.0
